,Reviews,Ratings
21225,Super!,5
21226,Super!,5
21227,Very Good,4
21228,Best in the market!,5
21229,Worth every penny,5
21230,Nice product,4
21231,Nice product,4
21232,Just okay,3
21233,Nice product,4
21234,Not recommended at all,1
21235,Brilliant,5
21236,problem in printer,1
21237,Wonderful,5
21238,Best in the market!,5
21239,Very Good,4
21240,Awesome,5
21241,Really Nice,4
21242,Best in the market!,5
21243,Good quality product,4
21244,Brilliant,5
21245,Bad quality,2
21246,Simply awesome,5
21247,Pretty good,4
21248,Just wow!,5
21249,works well,4
21250,Does the job,3
21251,Waste of money!,1
21252,Waste of money!,1
21253,dont buy its catridge cost 1000 i will increase the cost,3
21254,Terrible product,1
21255,Fabulous!,5
21256,Ink consumtion is too high,1
21257,Really Nice,4
21258,Don't waste your money,1
21259,Terrific,3
21260,Excellent,5
21261,Great product,5
21262,Not good,2
21263,Utterly Disappointed,1
21264,Horrible,1
21265,Unsatisfactory,1
21266,Worthless,1
21267,Good choice,4
21268,Moderate,2
21269,Simply awesome,5
21270,Moderate,2
21271,Useless product,1
21272,Waste of money!,1
21273,Utterly Disappointed,5
21274,Super!,5
21275,Does the job,3
21276,Good choice,4
21277,Did not meet expectations,1
21278,Don't waste your money,1
21279,Terrific purchase,5
21280,Above-average product,3
21281,Best in the market!,5
21282,Very poor,1
21283,Nice product,4
21284,Hated it!,1
21285,nice products,5
21286,"very bad experience,no negative option",1
21287,Waste of money!,1
21288,Don't waste your money,1
21289,Met Expectations,3
21290,Fair,3
21291,Great product,5
21292,Value-for-money,4
21293,Wonderful,5
21294,Waste of money!,3
21295,Worthless,1
21296,Terrific purchase,5
21297,Terrific purchase,5
21298,canon printer,5
21299,Does the job,5
21300,Worth the money,4
21301,Brilliant,5
21302,Biggest mistake of my life!,1
21303,Met some expectations,2
21304,Fair,3
21305,Brilliant,5
21306,Did not meet expectations,1
21307,Pretty good,4
21308,Good quality product,4
21309,Waste of money!,1
21310,Not recommended at all,1
21311,Great product,5
21312,Wonderful,4
21313,Very bad,1
21314,Really Nice,4
21315,Mind-blowing purchase,5
21316,Wonderful,5
21317,Good choice,4
21318,Just okay,3
21319,Wonderful,5
21320,Very poor,1
21321,Good quality product,4
21322,Could be way better,2
21323,Excellent,5
21324,Value-for-money,4
21325,Good choice,4
21326,Perfect product!,5
21327,Delightful,4
21328,Mind-blowing purchase,5
21329,Wonderful,5
21330,Terrific,5
21331,Above-average product,3
21332,Excellent,5
21333,Awesome,5
21334,Super!,5
21335,Wonderful,4
21336,Super!,5
21337,Best in the market!,5
21338,Very Good,4
21339,Very cheap price but supports onlu A4 page,1
21340,Worthless,1
21341,Value-for-money,4
21342,Moderate,2
21343,Simply awesome,5
21344,Fabulous!,5
21345,Moderate,2
21346,Cartridge,3
21347,Don't waste your money,1
21348,Canon colour printer,4
21349,Highly recommended,5
21350,everything is just fine,5
21351,Delightful,2
21352,Just wow!,1
21353,Best in the market!,1
21354,Amazing Product,5
21355,Worth every penny,5
21356,Super!,3
21357,Good,3
21358,Useless product,1
21359,Not recommended at all,1
21360,Very Good,4
21361,Simply awesome,5
21362,Worth the money,4
21363,Best in the market!,5
21364,good,4
21365,Great at this price go for it..!,5
21366,Useless product,5
21367,Fabulous!,5
21368,Brilliant,5
21369,Wonderful,4
21370,Super!,5
21371,Nice,3
21372,Pretty good,4
21373,Must buy!,5
21374,DEFECTED,1
21375,Just okay,3
21376,Absolute rubbish!,1
21377,Worth every penny,5
21378,Good quality product,4
21379,A bad choice,1
21380,Must buy!,5
21381,Waste of money!,1
21382,Expected a better product,2
21383,Terrific purchase,5
21384,Great product,5
21385,Moderate,2
21386,Nice product,4
21387,Perfect product!,5
21388,Terrific purchase,5
21389,Fabulous!,5
21390,Value-for-money,4
21391,Biggest mistake of my life!,1
21392,Super!,5
21393,Terrible product,1
21394,Classy product loved it,5
21395,Does the job,3
21396,Wonderful,5
21397,Good product,4
21398,Did not meet expectations,1
21399,Brilliant,1
21400,Horrible,1
21401,Unsatisfactory,1
21402,Perfect product!,5
21403,Good but nothing fancy,3
21404,Must buy!,5
21405,Absolute rubbish!,1
21406,Decent product,3
21407,Good choice,4
21408,Worth the money,4
21409,Good,5
21410,Canon PIXMA MG2470 All-in-One Inkjet Printer,5
21411,Slightly disappointed,2
21412,Hated it!,1
21413,Decent product,3
21414,Terrific,5
21415,Nice product,4
21416,Must buy!,5
21417,Nice product,5
21418,Did not meet expectations,1
21419,Super chutiap,1
21420,Terrific,5
21421,Brilliant,5
21422,Classy product,5
21423,Wonderful,5
21424,Wonderful,5
21425,Fabulous!,5
21426,Best in the market!,5
21427,Worth the money,4
21428,Simply awesome,5
21429,Good but nothing fancy,4
21430,Fabulous!,5
21431,Don't waste your money,1
21432,Mind-blowing purchase,5
21433,Very Good,4
21434,Great product,5
21435,Really Nice,4
21436,Did not meet expectations,1
21437,Highly recommended,5
21438,Hated it!,1
21439,Worthless,1
21440,Worst experience ever!,1
21441,Just wow!,5
21442,resolve the problem,1
21443,Fabulous!,5
21444,Nice,3
21445,Highly recommended,5
21446,Don't waste your money,1
21447,Great product,5
21448,Wonderful,4
21449,Good choice,4
21450,Super!,5
21451,Fabulous!,5
21452,Terrible product,1
21453,Hated it!,1
21454,Nice,3
21455,Mind-blowing purchase,5
21456,Good but nothing fancy,3
21457,Worth the money,4
21458,Worth every penny,5
21459,Excellent,5
21460,Biggest mistake of my life!,1
21461,Good choice,4
21462,Met Expectations,3
21463,Good,4
21464,Bad quality,2
21465,Don't waste your money,1
21466,Horrible,1
21467,Nice product,4
21468,Wonderful,4
21469,Worst experience ever!,1
21470,Super!,5
21471,Hated it!,1
21472,Very Good,4
21473,Classy product,5
21474,Brilliant,5
21475,Excellent,5
21476,Brilliant,5
21477,Must buy!,5
21478,Fabulous!,5
21479,Wonderful,4
21480,Terrific purchase,5
21481,Print Quality,3
21482,Donât waste your money,1
21483,Mind-blowing purchase,5
21484,Does the job,3
21485,Classy product,5
21486,Not recommended at all,1
21487,Highly recommended,5
21488,Good,3
21489,Bad quality,3
21490,Worth every penny,5
21491,Did not meet expectations,1
21492,best 0ne i ever saw,5
21493,Great product,5
21494,Useless product,1
21495,Met Expectations,3
21496,Simply awesome,5
21497,Awesome,5
21498,Pretty good,4
21499,Absolute rubbish!,4
21500,Decent product,3
21501,Best in the market!,5
21502,Worth the money,4
21503,Mind-blowing purchase,5
21504,Best in the market!,5
21505,Simply awesome,5
21506,Wonderful,5
21507,Great product,5
21508,Perfect product!,5
21509,Decent product,3
21510,Super!,5
21511,User firndly,4
21512,product hasbeen notworked,5
21513,Best in the market!,5
21514,Great product,5
21515,Very poor,1
21516,Fabulous!,5
21517,Bad quality,2
21518,Terrific,5
21519,Decent product,3
21520,Good choice,4
21521,Did not meet expectations,1
21522,Really Nice,4
21523,Super!,5
21524,Absolute rubbish!,1
21525,Classy product,2
21526,Unsatisfactory,1
21527,Did not meet expectations,1
21528,Super!,5
21529,Best in the market!,5
21530,Worth every penny,5
21531,Slightly disappointed,2
21532,Best in the market!,5
21533,Terrific purchase,5
21534,Very poor,1
21535,Nice To work.....,3
21536,Useless product,1
21537,Wonderful,5
21538,Waste of money!,4
21539,worked well in low price,5
21540,Does the job,3
21541,Very poor,1
21542,Classy product,5
21543,Worthless,1
21544,Absolute rubbish!,1
21545,Wonderful,4
21546,Absolute rubbish!,1
21547,Above-average product,3
21548,Nice product,4
21549,Super!,5
21550,Just okay,3
21551,Could be way better,2
21552,Very Good,4
21553,Fabulous!,5
21554,Best in the market!,5
21555,Met Expectations,3
21556,Best in the market!,5
21557,Waste of money!,1
21558,Worth every penny,5
21559,Great product,5
21560,Simply awesome,5
21561,Good quality product,4
21562,Above-average product,1
21563,Good choice,4
21564,"CHEAP PRINTER, EXPENSIVE CARTRIDGE!",3
21565,i want to return this printer,2
21566,NIce,3
21567,Classy product,5
21568,Good for price of 2k. But ink given is very less.,4
21569,Fair,3
21570,Does the job,3
21571,Worth the money,4
21572,Best in the market!,5
21573,Nice product,4
21574,Classy product,5
21575,Terrible product,1
21576,Must buy!,5
21577,Very poor,1
21578,Above-average product,3
21579,Terrible product,1
21580,Brilliant,5
21581,Waste of money!,1
21582,Fabulous!,5
21583,Utterly Disappointed,1
21584,Moderate,3
21585,Terrific purchase,5
21586,Terrific,5
21587,Perfect product!,5
21588,Canon PIXMA MG2470,2
21589,Fabulous!,5
21590,Not good,2
21591,Worth the money,4
21592,Best in the market!,5
21593,Value-for-money,4
21594,Really Nice,4
21595,Very Good,4
21596,Delightful,4
21597,Worst experience ever!,1
21598,Did not meet expectations,1
21599,Terrible product,1
21600,Does the job,3
21601,awesome,5
21602,Nice,4
21603,Expected a better product,2
21604,Mind-blowing purchase,5
21605,Very Good,4
21606,Useless product,1
21607,Very poor,1
21608,Wonderful,4
21609,Hahaha,5
21610,Don't waste your money,1
21611,The Printer is Good,5
21612,Superb,5
21613,Must buy!,5
21614,Nice product,4
21615,Terrific,5
21616,printer is good even i got this only 1999 from flipkart,4
21617,Fabulous!,5
21618,Awesome,2
21619,Wonderful,3
21620,Does the job,3
21621,Brilliant,5
21622,Classy product,3
21623,Don't waste your money,1
21624,Worth the money,5
21625,Terrific purchase,5
21626,Value-for-money,4
21627,Nice product,4
21628,Just okay,3
21629,Worthless,1
21630,very bad idea to buy this,1
21631,Terrific purchase,5
21632,Really Nice,4
21633,Moderate,2
21634,nice product in this price..,5
21635,Met some expectations,2
21636,Wonderful,4
21637,Really Nice,4
21638,worst printer,1
21639,Pretty good,4
21640,Expected a better product,2
21641,very bad product,1
21642,Biggest mistake of my life!,1
21643,Wonderful,5
21644,Met some expectations,2
21645,Must buy!,5
21646,Above-average product,3
21647,Nice product,4
21648,Very Good,4
21649,Nice product,4
21650,Worth every penny,5
21651,Unsatisfactory,1
21652,Decent product,3
21653,Not recommended at all,2
21654,Very good product,5
21655,Best in the market!,5
21656,Must buy!,5
21657,Good choice,4
21658,Utterly Disappointed,1
21659,Delightful,4
21660,best quantity,5
21661,Good Print Good Scan Average Xerox,1
21662,Just wow!,5
21663,Decent product,3
21664,Terrific purchase,5
21665,Super!,5
21666,Wonderful,5
21667,Wonderful,5
21668,Super!,5
21669,Excellent,5
21670,Best in the market!,5
21671,Recieved faulty printer,1
21672,Not good,2
21673,Mind-blowing purchase,5
21674,Very poor,1
21675,Great product,5
21676,Terrible product,1
21677,Brilliant,5
21678,Nice product,4
21679,Classy product,5
21680,Don't waste your money,1
21681,Great product,5
21682,Worth the money,4
21683,Bad quality,2
21684,Classy product,5
21685,Low price. High work,5
21686,Good,3
21687,Mind-blowing purchase,1
21688,Above-average product,3
21689,Excellent,4
21690,Good choice,4
21691,Highly recommended,5
21692,Good choice,5
21693,Simply awesome,5
21694,Good,3
21695,Good quality product,4
21696,Brilliant,5
21697,Nice product,4
21698,Worth every penny,5
21699,Best in the market!,5
21700,Best in the market!,5
21701,Great product,5
21702,Above-average product,3
21703,Don't waste your money,1
21704,Mind-blowing purchase,2
21705,Awesome,5
21706,Worthless,1
21707,Horrible,1
21708,Worthless,5
21709,Moderate,1
21710,Delightful,4
21711,Worth every penny,1
21712,Fabulous!,5
21713,Fabulous!,5
21714,Pretty good,4
21715,Good choice,4
21716,Fair,3
21717,Pretty good,4
21718,Go for the next,1
21719,Value-for-money,5
21720,Brilliant,5
21721,Absolute rubbish!,1
21722,Worth every penny,5
21723,Excellent,5
21724,it is not working,1
21725,Faulty product sent by Flipkart,1
21726,Brilliant,5
21727,Classy product,5
21728,Worthless,1
21729,Excellent,5
21730,Must buy!,5
21731,Classy product,5
21732,Just wow!,5
21733,it is an tiger,5
21734,Terrific purchase,1
21735,Wonderful,4
21736,best printer,4
21737,Great product,5
21738,BAD IS BAD,1
21739,Bad quality,2
21740,Mind-blowing purchase,5
21741,Utterly Disappointed,1
21742,Brilliant,5
21743,Brilliant,4
21744,Terrific,5
21745,Great product,5
21746,ok for price range,4
21747,Excellent,5
21748,Really Nice,4
21749,Hated it!,1
21750,Worst experience ever!,1
21751,Just okay,3
21752,Did not meet expectations,1
21753,Must buy!,5
21754,Excellent,5
21755,Could be way better,2
21756,Not recommended at all,1
21757,Hated it!,1
21758,Hated it!,1
21759,awesome printer and friendly delivary,5
21760,Not recommended at all,1
21761,Wonderful,3
21762,Not good,2
21763,Overpriced,3
21764,Value-for-money,4
21765,Original,5
21766,WORST SHOPPING EXPERIENCE.. bad product,1
21767,Very Good,4
21768,Slightly disappointed,2
21769,Slightly disappointed,2
21770,Perfect product!,5
21771,Waste of money!,1
21772,Every print costs me Rs 10,1
21773,Wastage 75% to get 25%,3
21774,Really Good,4
21775,Mind-blowing purchase,5
21776,Mind-blowing purchase,5
21777,Nice,3
21778,Not recommended at all,2
21779,Terrific,5
21780,Perfect product!,5
21781,Bad quality,2
21782,Really Nice,4
21783,Pretty good,4
21784,Very Good,5
21785,Nice product,4
21786,Excellent,5
21787,Awesome,5
21788,Good choice,4
21789,Overpriced,1
21790,best product,5
21791,Terrific purchase,5
21792,Very low cartridge,2
21793,Biggest mistake of my life!,1
21794,Good but nothing fancy,3
21795,superb product,5
21796,Good product,5
21797,awesome service,5
21798,Excellent go for it,5
21799,Three Stars,3
21800,Ok,3
21801,good printer,5
21802,high maintenance,2
21803,Best quality,3
21804,Satisfied,4
21805,its really good,5
21806,ink cartridge having low capacity..,2
21807,catriage,2
21808,Budget printer,4
21809,Dont bye this Printing cost is high expensive,1
21810,good one,3
21811,sommo sen,4
21812,Good,1
21813,Nice worthy product.,4
21814,??,3
21815,Very uneconomical product,3
21816,education purpose,4
21817,Good one,5
21818,COMMENT,3
21819,good but not best,2
21820,Noise,3
21821,Average.,3
21822,very very costly,1
21823,Hated it!,1
21824,outstanding pizza,1
21825,See and buy,3
21826,Printer,4
21827,Pixma 2470,4
21828,good printer but ink is costly,4
21829,Printer,3
21830,Canon MG2570S Multi-function Printer-Review,4
21831,value for money,4
21832,excellent product great value for money,4
21833,Love it,5
21834,Budget inkjet,5
21835,CANT REFILL THIS CARTILAGE ( U CAN USE ONLY ONETIME),1
21836,high print per page cost... random hardware issues.,2
21837,unsatisfied,1
21838,canon pixma mg2470,5
21839,Useful for domestic purpose,4
21840,Excellent printer go for it,5
21841,Nice Product,4
21842,Problem with Hardware,1
21843,Working Fine,4
21844,Awesome Product!,5
21845,cannon pixma mg2470,1
21846,Value for money,5
21847,amazing printer,5
21848,my order,5
21849,good for home use,3
21850,Very Good Printer!!!!!!!!!!!!!!!!!!!!!!!!!,5
21851,Good Product,4
21852,Great printer in budget,5
21853,GOT EXTRA RS 500 DISCOUNT VIA SPECIAL LINK,4
21854,Highly disappointed: Ink ran out way too soon,1
21855,Good product,5
21856,Good Printer,5
21857,"Just click ""Buy Now""",5
21858,Canon PIXMA,5
21859,very nice product...,5
21860,Nice product,4
21861,Good product but problem is the ink,3
21862,not so good,1
21863,about the printer,5
21864,you can buy,4
21865,Good for basic needs...,4
21866,it a good product for home use,5
21867,Nice printer,4
21868,this product is a very fantastic....,4
21869,Best Printer/Scanner at such a low price,5
21870,good printer,5
21871,very good product in this price segment,4
21872,a vERY nICE pRINTER fOR hOME uSE,4
21873,amazing deal,5
21874,GOOD I RECOMMENDED,5
21875,good for household usage.,4
21876,Nice Product,5
21877,OK,4
21878,its good but surely not great,4
21879,mg2470 is not good,1
21880,Not A good Product to purchase,3
21881,nice product,5
21882,Good product but cartilages are defective!!,4
21883,Horrible,1
21884,Not bad,2
21885,Worth buying.,4
21886,Value for Money,5
21887,Portability and Functionality,4
21888,very nice price and quality,5
21889,Very Good Printer,5
21890,Nice Product,4
21891,Very pathetic cartidge which exhaust after printing 30 to 40 pages and gives problem of error after refill,1
21892,good product,4
21893,Excellent Multifunction Printer,5
21894,Really good one,5
21895,very useful product in low cost,5
21896,Excellent Printer,1
21897,I love itt,5
21898,Good for home use,5
21899,"i dint get any cartridge, as they wish you will get demo cartridge in the box..",1
21900,Truly All-in-One and easy to use,4
21901,Good product,4
21902,delevery process,5
21903,IT OK,2
21904,so bad,1
21905,very bad model,1
21906,ok,3
21907,Big thing in small and good Price amazing,2
21908,My First and the Best Printer at this price..,4
21909,Black Ink Missing in printing,1
21910,Photo Printing,1
21911,Product Review,4
21912,Don't buy.....ink will make you eventually a beggar,1
21913,satisfied,3
21914,very bad,1
21915,canon playing politics,3
21916,Good,3
21917,Really Bad Choice,1
21918,think before investing,1
21919,bad printer,1
21920,Excellent Product,5
21921,Ink Eater.,2
21922,not a good printer just a basic printer,3
21923,Good printer,5
21924,Good Quality printer..,3
21925,Very good product in cheap price,5
21926,Absolutely perfect.,5
21927,Good Product with fast shipping,5
21928,#kaam chalau,4
21929,NO DEMO GIVEN,1
21930,poor performance of canon ink only 50 copies..................................................................................................,1
21931,Good All in one Printer,4
21932,Canon PIXMA MG2470,1
21933,Good,5
21934,Bulky INK hogger,2
21935,kekkkkkkkkkkaaaaaaa,5
21936,ok product,3
21937,Good,4
21938,Good One..,5
21939,ok,4
21940,very nice product,5
21941,Canon is Windows ONLY,1
21942,NIce product..........,4
21943,nice printer,5
21944,WORKING GOOD BUT INK CONSUMPTION IS VERY HIGH,1
21945,good deal at such a low price,4
21946,good working well,4
21947,AWESOME!!!!!,5
21948,nice printer,5
21949,Canon PIXMA MG2470 All-in-One Inkjet Printer,5
21950,its awsome and available at cheap cost,4
21951,Good for Budget.,3
21952,awesom multifunctional printer,5
21953,faulty product only 20 to 25 pages are print in one cartridge,2
21954,BY ATANU PAUL,3
21955,Value for money,5
21956,Value and quality matches,5
21957,product is good,4
21958,Worthy for Price,4
21959,Good product,5
21960,nice product,5
21961,wow...,3
21962,Neat little machine..,5
21963,Great!!,5
21964,Canon PIXMA MG2470,5
21965,Really a very good printer,4
21966,Perfect for home use!!!,5
21967,money waste,1
21968,value for money,4
21969,its very Good printer,5
21970,Good For Home Use,4
21971,"Nice Printer All In One SCAN,COPY,PRINT",4
21972,Good,4
21973,Good Prod..,4
21974,Worthy product for Rs. 0/-,5
21975,Great delivery! Reasonable printer,5
21976,Amazing One,5
21977,amazing for the price,5
21978,"very slow, ok for occasional home printing",2
21979,Defective Printer,1
21980,Good Bye Flipkart,3
21981,Good Product to buy,4
21982,Excellent Value for Money,5
21983,Value For The Money.......,4
21984,Ideal for home usage.canon is the best,5
21985,Value for money,5
21986,AMAZING,5
21987,Ideal for Home use!!,5
21988,good printer,5
21989,Appropriate for Home/Personal Use!!!,4
21990,Terrible product,1
21991,Horrible,1
21992,Excellent,5
21993,printer,1
21994,Defective product,1
21995,Mind-blowing purchase,5
21996,Just wow!,5
21997,Really Nice,4
21998,Choose a good courier partner!,1
21999,Good printer,5
22000,Flipkart Is Amazingly Fast,5
22001,best shopping site,5
22002,very good product and amazing service,4
22003,Value for money,5
22004,problem in working,3
22005,Good printer but for the ink,4
22006,Dont buy this printer.,1
22007,Highly Useless product,1
22008,The worst printer,1
22009,pixmaMG2470,1
22010,I received Faulty product very bad service by Flipkart,1
22011,oops,1
22012,outdated printer,1
22013,Canon Pixma 2570S printer,1
22014,Cartridge,3
22015,this item not for use because this like as toy,1
22016,Brilliant,5
22017,Horrible,1
22018,Hated it!,1
22019,Does the job,3
22020,Not good,2
22021,Worthless,1
22022,Awesome,5
22023,Best in the market!,5
22024,Perfect product!,5
22025,Fabulous!,5
22026,Just wow!,5
22027,Horrible,1
22028,Horrible,1
22029,Horrible,1
22030,Not good,2
22031,Horrible,1
22032,Horrible,1
22033,Five Stars,5
22034,Five Stars,5
22035,Five Stars,5
22036,Five Stars,5
22037,One Star,1
22038,Five Stars,5
22039,Five Stars,2
22040,Two Stars,2
22041,Five Stars,5
22042,Five Stars,5
22043,Five Stars,5
22044,Five Stars,5
22045,Five Stars,5
22046,Five Stars,4
22047,Five Stars,5
22048,Horrible,1
22049,Horrible,1
22050,Horrible,1
22051,Hated it!,1
22052,Horrible,1
22053,Highly recommended,5
22054,Highly recommended,5
22055,Absolute rubbish!,1
22056,Worthless,1
22057,Perfect product!,5
22058,Horrible,1
22059,Great product,5
22060,Waste of money!,5
22061,Just wow!,5
22062,Slightly disappointed,2
22063,Terrific,5
22064,Horrible,1
22065,Good printer but very expensive cartridges.,5
22066,Just okay,3
22067,Simply awesome,5
22068,Excellent,5
22069,nice one,4
22070,Did not meet expectations,1
22071,Terrific,5
22072,Biggest mistake of my life!,1
22073,Wonderful,4
22074,Pixma,2
22075,Wonderful,5
22076,Utterly Disappointed,1
22077,Waste of money!,1
22078,Not recommended at all,1
22079,Best in the market!,5
22080,Absolute rubbish!,1
22081,Waste of money!,1
22082,Met Expectations,3
22083,Hated it!,1
22084,bed product,1
22085,very dissappointed,1
22086,Biggest mistake of my life!,1
22087,Very efficient product,5
22088,Did not meet expectations,1
22089,Super!,5
22090,Moderate,2
22091,Brilliant,5
22092,Biggest mistake of my life!,1
22093,Did not meet expectations,1
22094,Worth every penny,5
22095,Above-average product,3
22096,Mind-blowing purchase,5
22097,Fair,3
22098,Great product,5
22099,Wonderful,4
22100,Good quality product,4
22101,Fabulous!,5
22102,Unsatisfactory,1
22103,Fabulous!,5
22104,Use and throw Printer.,1
22105,Not recommended at all,1
22106,Utterly Disappointed,1
22107,No return or exchange,1
22108,Fair,3
22109,Just okay,1
22110,Utterly Disappointed,1
22111,Waste of money!,1
22112,Absolute rubbish!,1
22113,V.V.V.bad Received old product.,1
22114,Classy product,5
22115,Brilliant,1
22116,Terrible product,1
22117,Met some expectations,2
22118,Classy product,5
22119,Moderate,2
22120,1,1
22121,Not recommended at all,1
22122,Wonderful,5
22123,Pretty good,4
22124,Simply awesome,5
22125,Fair,3
22126,Above-average product,3
22127,Worth the money,4
22128,Utterly Disappointed,1
22129,Terrible product,1
22130,Terrific purchase,5
22131,Worthless,1
22132,Best in the market!,5
22133,Not recommended at all,1
22134,Above-average product,3
22135,Waste of money!,1
22136,Expected a better product,2
22137,bad item,1
22138,Terrible product,1
22139,Met Expectations,1
22140,third class service,1
22141,waste,1
22142,Got damage Printer,1
22143,Bad experience,1
22144,The printer was OK,1
22145,Awsome,5
22146,Third Class product and per page print Cost Rs. 5-6,1
22147,Very Expensive,1
22148,Not bad at all,3
22149,Useless printer,1
22150,Worst & waste of money,1
22151,NOT GOOD,1
22152,Best in class,4
22153,Not worth because of cartrage capacity,4
22154,Use and throw item. Not re usable. So be carefull.,1
22155,wastage of money,1
22156,Good,4
22157,The remarkable experience !,5
22158,EXCEPTIONAL PRINTER,5
22159,NOT GOOD BAD SARVIS,5
22160,wrost product,1
22161,Very worst,1
22162,Bad Service by Canon,1
22163,Not Worth it,1
22164,very bad product,1
22165,Good product and services,4
22166,Yeay! !,5
22167,Don't buy,1
22168,waste pro,1
22169,based on luck of day if you buy thise,1
22170,Lazy,1
22171,worthless,1
22172,Very good,4
22173,Printer,5
22174,Good service & Good product,5
22175,,1
22176,average product .,2
22177,Canon PIXMA MG2470,1
22178,Breached my trust in flipkart,1
22179,worst printer ever,1
22180,Very Nice Printer,5
22181,bad printer,1
22182,not working properly,1
22183,excellent make and speed,3
22184,Status about the product after using,1
22185,worst performance,1
22186,excellent product and fast delivery,5
22187,nice product,5
22188,Fake Reviews,3
22189,"i like this,",5
22190,"GOOD PRODUCT ,GOOD SERVIVE BY FLIPKART",5
22191,product review,5
22192,duplicate,1
22193,Good Product,4
22194,Service Par Excellence,5
22195,"VERY POOR SERVICE, don't trust (Beware)!!",1
22196,Got faulty printer on big billion day. Return request rejected,1
22197,Flipkart tries to FOOL..,1
22198,Really a Steal at 1.9K..!!,4
22199,printer's not working,1
22200,Windows or MAC?,5
22201,worst printer,1
22202,very poor product useless,1
22203,Did not meet expectations,1
22204,Absolute rubbish!,1
22205,Pretty Good,3
22206,Poor,1
22207,Exchaneg offer??,3
22208,Scanner software is not working,1
22209,Waste of time,2
22210,Not good service.,1
22211,Fraud,1
22212,Stupid Courier Boy,1
22213,very bad product,1
22214,worst product,1
22215,flip kart is too bad service,1
22216,Delightful,4
22217,Medium quality,3
22218,Simply awesome,5
22219,Highly recommended,5
22220,Fair,3
22221,Nice product,4
22222,Worth every penny,5
22223,Awesome Product.......worth the money,4
22224,Acer is Ace Monitor!,5
22225,Highly recommended,5
22226,Very Good,4
22227,Highly recommended,5
22228,It's fine,4
22229,Sexy Monitor,4
22230,Super!,5
22231,Nice product,4
22232,Great product,5
22233,Great product,5
22234,Wonderful,4
22235,Wonderful,5
22236,Worth every penny,5
22237,"Best Budget Monitor under 5,000.",5
22238,Wonderful,5
22239,Mind-blowing purchase,5
22240,Nice product,4
22241,Terrific,5
22242,Just wow!,5
22243,Delightful,4
22244,Wonderful,5
22245,Decent product,3
22246,Wonderful,4
22247,Terrific purchase,5
22248,Perfect product!,5
22249,Acer Rock,5
22250,Good,3
22251,Value-for-money,4
22252,Pretty good,4
22253,Worth the money,4
22254,Worth every penny,5
22255,Really Nice,4
22256,Value-for-money,4
22257,Super!,5
22258,Just wow!,5
22259,Terrific purchase,5
22260,Delightful,4
22261,Simply awesome,5
22262,Does the job,3
22263,Wonderful,4
22264,Terrific,5
22265,Nice product,4
22266,Nice product,4
22267,Really Nice,4
22268,Good quality product,4
22269,Really Nice,4
22270,Best in the market!,5
22271,Awesome,5
22272,Value-for-money,4
22273,Must buy!,5
22274,Must buy!,5
22275,satisfying product as i wished to get,5
22276,Super!,5
22277,Good quality product,4
22278,Excellent,5
22279,Awesome,5
22280,Really Nice,4
22281,Worth the money,4
22282,Awesome,5
22283,Just wow!,5
22284,Good choice,4
22285,Worth every penny,5
22286,Worth every penny,5
22287,Classy product,5
22288,Worth the money,4
22289,Simply awesome,5
22290,Simply awesome,5
22291,Wonderful,4
22292,Simply awesome,5
22293,Pretty good,4
22294,Brilliant,5
22295,Excellent,5
22296,Brilliant,5
22297,Classy product,5
22298,Good,3
22299,Classy product,5
22300,Highly recommended,5
22301,Not recommended at all,1
22302,Great product,5
22303,Good,3
22304,Super!,5
22305,Terrible product,1
22306,Perfect product!,5
22307,Excellent,5
22308,Excellent,5
22309,Worth the money,4
22310,Simply awesome,5
22311,Just wow!,5
22312,Value-for-money,4
22313,Just okay,3
22314,Excellent,5
22315,Brilliant,5
22316,Utterly Disappointed,1
22317,Absolute rubbish!,1
22318,Utterly Disappointed,1
22319,Worst experience ever!,1
22320,Worth the money,4
22321,Decent product,3
22322,Great product,5
22323,Terrific purchase,5
22324,Good,3
22325,Just wow!,5
22326,Super!,5
22327,Pretty good,4
22328,Very Good,4
22329,Awesome,5
22330,Super!,5
22331,Fabulous!,5
22332,Worth the money,4
22333,Could be way better,2
22334,Perfect product!,5
22335,Good choice,4
22336,Bad quality,2
22337,Great product,5
22338,Just wow!,5
22339,Must buy!,5
22340,Value-for-money,4
22341,Worth the money,4
22342,Must buy!,5
22343,Does the job,3
22344,Highly recommended,5
22345,Mind-blowing purchase,5
22346,Useless product,1
22347,Worth every penny,5
22348,Classy product,5
22349,Worth every penny,5
22350,Classy product,5
22351,Just okay,3
22352,Excellent,5
22353,Absolute rubbish!,1
22354,Could be way better,2
22355,Simply awesome,5
22356,Awesome,5
22357,Awesome,5
22358,Worth the money,4
22359,Very poor,1
22360,Wonderful,5
22361,Just wow!,5
22362,Horrible,1
22363,Fabulous!,5
22364,Could be way better,2
22365,Just wow!,5
22366,Highly recommended,5
22367,Mind-blowing purchase,5
22368,Wonderful,5
22369,Great product,5
22370,Brilliant,5
22371,Excellent,5
22372,Delightful,4
22373,Excellent,5
22374,Good choice,4
22375,Really Nice,4
22376,Must buy!,5
22377,Good quality product,4
22378,Good choice,4
22379,Just wow!,5
22380,Nice,4
22381,Don't waste your money,1
22382,Waste of money!,1
22383,Great product,5
22384,Expected a better product,2
22385,Highly recommended,5
22386,Utterly Disappointed,1
22387,Did not meet expectations,1
